id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd,remesa_total_24m,m_2023_01,m_2023_02,m_2023_03,m_2023_04,m_2023_05,m_2023_06,m_2023_07,m_2023_08,m_2023_09,m_2023_10,m_2023_11,m_2023_12,m_2024_01,m_2024_02,m_2024_03,m_2024_04,m_2024_05,m_2024_06,m_2024_07,m_2024_08,m_2024_09,m_2024_10,m_2024_11,m_2024_12
H004398,14053,Lagos de Moreno,50,F,primaria,3,rentada,182,610.44,12822.1097,626.8115,0.0,476.3224,518.3609,552.3499,632.6874,479.266,681.9082,641.7764,241.2678,855.2002,722.156,471.6526,399.0962,739.841,470.3875,549.1306,559.5744,533.0975,561.682,357.2659,701.9907,453.6167,596.6679
H004399,14053,Lagos de Moreno,44,F,media_superior,3,propia,104,222.04,5210.0807,0.0,184.0435,208.2092,181.9892,236.1644,287.7743,237.4689,301.054,303.5121,0.0,338.2925,201.8492,123.6274,197.4292,258.9141,366.9185,291.6203,323.9885,314.1517,186.0806,247.3461,188.1213,0.0,231.5259
H004400,14053,Lagos de Moreno,58,M,media_superior,2,propia,53,266.3,6111.0261,239.5457,359.0136,390.7665,0.0,245.0281,381.2477,279.3827,390.6596,128.0343,273.5439,368.0581,190.8022,140.5761,145.8529,273.4054,202.4347,305.9677,354.6916,215.361,308.9864,260.4577,149.9423,190.0105,317.2577
H004401,14053,Lagos de Moreno,38,M,media_superior,3,propia,66,293.2,6487.9593,285.0483,162.0709,278.7224,144.653,297.331,350.0997,180.6213,216.3567,188.1611,314.0132,347.8074,487.4518,0.0,241.5981,388.6226,296.4404,199.7584,278.0477,385.531,292.6579,341.001,392.991,183.6685,235.3058
H004402,14053,Lagos de Moreno,57,M,superior,3,propia,44,164.2,3698.9481,108.5421,132.657,158.6339,197.9885,133.6743,253.8622,243.4252,212.0766,258.164,158.1792,100.4184,114.9939,141.3945,122.2236,130.9457,193.1799,161.2137,111.5676,113.2977,218.6525,102.5479,113.0853,218.2246,0.0
H004403,14053,Lagos de Moreno,51,M,media_superior,3,rentada,64,606.09,14503.7346,758.8346,644.8229,714.981,605.2605,669.2679,834.0398,459.2868,556.3329,420.9665,656.8649,701.151,713.5892,0.0,703.0587,498.2459,520.2947,823.9597,618.2262,0.0,1259.7089,634.9771,622.8693,533.0573,553.939
H004404,14053,Lagos de Moreno,45,F,superior,2,rentada,25,260.85,5577.4301,216.3663,173.3673,203.0669,0.0,327.1125,352.2242,151.7243,282.2849,236.4314,560.8435,229.5761,191.0105,266.2345,270.2211,241.4289,276.0324,0.0,381.9165,300.1412,214.3365,170.5213,218.7355,0.0,313.8543
H004405,14053,Lagos de Moreno,41,F,secundaria,0,prestada,47,403.07,8963.4427,192.1284,188.9519,187.0014,428.539,370.9134,362.6892,388.205,352.7824,326.7546,622.8327,0.0,542.8608,516.7615,465.9165,296.8427,444.2644,240.6038,321.5217,524.9475,333.5931,437.8663,662.2879,374.2683,380.9103
H004406,14053,Lagos de Moreno,74,F,primaria,3,rentada,25,289.42,6325.9178,216.8619,215.5687,249.7471,259.3848,327.9067,268.155,261.3951,293.8608,197.6244,277.3563,333.4858,209.8848,272.8481,297.0857,0.0,296.2403,237.7708,285.3377,242.898,272.0415,188.005,288.2118,398.1062,436.1411
H004407,14053,Lagos de Moreno,35,F,secundaria,1,rentada,53,443.73,9366.9003,0.0,293.7722,511.8145,390.5894,415.8022,631.2435,396.2321,397.9763,487.0648,303.7946,0.0,661.2544,560.588,286.5414,330.0364,348.1295,174.5078,736.4248,536.1554,319.5794,283.8657,0.0,468.5317,832.996
H004408,14053,Lagos de Moreno,49,M,primaria,2,propia,30,943.66,24017.579,667.4836,843.8209,814.108,834.5325,1680.3229,2119.6869,1136.8947,637.8929,1186.611,972.5295,971.5366,927.7935,652.4812,920.6127,793.4052,811.3349,978.3203,1035.8259,601.5497,1048.8004,788.8271,1125.8638,1713.9298,753.4153
H004409,14053,Lagos de Moreno,36,F,primaria,3,propia,63,320.22,7145.7299,256.3448,240.3315,271.0456,211.6578,341.4107,245.3139,0.0,349.9587,211.4255,363.215,312.9503,235.6205,258.1862,285.0482,596.3167,215.7058,364.4146,227.8594,283.5335,237.4219,468.163,475.4465,421.6551,272.7046
H004410,14053,Lagos de Moreno,66,F,primaria,5,propia,98,301.56,7489.718,192.2453,253.1899,516.252,376.6508,634.9453,275.6603,294.4985,370.505,282.648,301.5364,211.6921,239.2178,483.6617,214.6421,413.2375,171.8745,313.1643,222.5055,277.0672,0.0,264.0486,538.728,314.7686,326.9786
H004411,14053,Lagos de Moreno,56,M,primaria,3,propia,75,207.48,4457.2866,152.1031,133.9641,165.905,222.2104,169.7517,191.9601,184.0531,338.0869,207.3622,228.6867,152.6825,165.3618,124.6364,167.5465,125.8749,239.9915,242.3376,145.2284,189.1697,289.3121,195.4368,146.1499,279.4752,0.0
H004412,14053,Lagos de Moreno,37,F,media_superior,4,rentada,24,330.44,7898.0537,384.6448,206.4925,815.6736,339.9535,330.3948,361.6138,415.0043,518.5656,245.5222,304.6082,248.797,208.3104,289.746,363.2838,259.0779,252.6564,278.4851,441.9462,276.9384,171.2183,322.3326,295.3902,228.6016,338.7965
H004413,14053,Lagos de Moreno,51,F,primaria,3,propia,123,152.36,3611.7611,130.6922,116.0975,143.1262,85.6366,116.7366,165.9451,183.6799,120.2592,249.2007,144.9443,116.4882,163.0386,136.991,128.528,148.5622,165.8392,230.3855,114.3857,116.8341,154.9615,186.1473,90.1468,150.0819,253.0528
H004414,14053,Lagos de Moreno,48,F,sin_estudios,1,prestada,37,762.3,16868.9347,667.6465,750.5932,776.6416,769.7457,952.0652,604.9819,503.7382,897.1235,735.5489,1342.693,477.7098,0.0,464.9376,675.7842,914.8798,706.9157,801.8871,734.0098,754.0302,528.1257,553.7061,766.8833,733.417,755.8707
H004415,14053,Lagos de Moreno,39,M,superior,1,propia,29,277.05,5852.6744,164.2752,307.3133,299.6843,278.391,285.7393,204.49,0.0,280.1571,217.6779,237.0414,320.3787,267.9149,272.8419,190.5145,248.1835,246.8625,166.3941,220.2807,402.9251,225.9533,276.2789,226.2288,211.6129,301.535
H004416,14053,Lagos de Moreno,54,F,secundaria,3,prestada,158,240.48,5379.5984,137.8773,252.4166,293.4103,265.007,131.6958,242.2836,407.5484,138.03,0.0,116.874,0.0,151.2444,206.5725,277.9954,162.5885,415.9171,176.1704,266.6324,172.5402,343.0737,379.6071,217.6874,358.8183,265.6079
H004417,14053,Lagos de Moreno,50,F,primaria,1,rentada,45,346.87,7374.8105,258.6912,209.8282,273.3862,420.2215,282.2173,423.5336,308.0833,546.5488,271.392,217.412,225.8789,407.4929,277.9112,290.5082,416.9482,226.2456,291.1693,305.5297,354.2535,266.7526,287.9994,300.9436,207.5422,304.321
H004418,14053,Lagos de Moreno,48,F,primaria,0,rentada,57,517.09,11219.8221,474.1775,306.7411,331.8003,431.3251,429.4899,295.6582,286.6075,676.5649,391.0932,673.3482,582.2302,853.303,0.0,355.6075,615.5001,253.1615,691.0601,880.3328,355.1443,475.2867,505.5202,468.6398,471.1681,416.0619
H004419,14053,Lagos de Moreno,44,F,primaria,2,propia,67,335.73,6816.4173,226.6848,656.9179,343.1289,145.5988,288.7356,295.0807,528.2056,511.3442,0.0,243.2957,338.5471,0.0,0.0,373.084,278.1983,328.9239,427.1928,389.0938,201.5408,326.949,134.2059,372.9783,406.7112,0.0
H004420,14053,Lagos de Moreno,50,M,superior,3,propia,37,648.02,14442.6275,579.5074,589.0524,758.6822,461.3756,547.0249,0.0,913.6161,750.5514,760.9987,602.3859,631.149,647.1518,364.5654,590.3476,0.0,777.524,424.698,563.1476,367.8516,721.9309,783.7671,736.4479,1092.3925,778.4597
H004421,14053,Lagos de Moreno,48,F,primaria,2,rentada,35,304.57,7611.8084,191.5469,363.0485,550.7951,345.3083,250.5571,252.1904,330.417,268.7964,399.3271,289.3053,370.1438,381.9554,164.9903,247.7246,408.4963,271.0595,343.9993,320.4912,233.0669,502.2552,232.7418,235.6958,392.7078,265.1885
H004422,14053,Lagos de Moreno,46,M,superior,4,prestada,57,259.22,5923.9859,215.6402,244.8824,345.5419,129.8736,253.6707,237.856,250.3111,322.969,381.2364,279.4881,195.474,283.3684,250.0031,234.7976,349.5574,197.1482,220.6319,273.305,355.5835,427.3257,289.4834,0.0,185.8379,0.0
H004423,14053,Lagos de Moreno,37,F,primaria,1,propia,45,368.12,8507.6167,215.1495,421.5053,382.7508,356.2002,551.727,384.3969,323.9687,397.2291,273.7096,402.4536,332.6563,309.0324,605.9621,290.9708,306.734,208.1076,302.8128,460.4952,229.2984,261.0377,467.5314,336.1434,303.0256,384.7185
H004424,14053,Lagos de Moreno,65,F,media_superior,2,propia,32,350.58,9203.2129,405.2446,221.1571,615.5448,333.584,353.01,422.8363,181.4748,378.4665,352.9873,608.1708,650.9124,377.4956,295.2472,277.7705,342.5514,289.9818,480.0568,526.4176,491.271,510.3748,0.0,447.1094,409.4795,232.0687
H004425,14053,Lagos de Moreno,32,F,sin_estudios,3,propia,54,591.31,12052.2012,443.8964,415.4769,565.7432,524.2716,723.7576,521.0727,294.4141,645.2321,521.6319,689.5995,396.0991,688.3249,374.6347,301.5578,528.1704,328.3021,496.043,610.5598,386.3349,641.3586,375.4872,451.7888,407.8728,720.5712
H004426,14053,Lagos de Moreno,50,M,secundaria,1,propia,41,561.49,12113.2065,482.376,404.689,292.6423,507.2399,400.705,385.0329,653.7566,430.4695,541.3411,433.3696,685.2448,666.7695,610.6291,660.1257,356.6432,926.8285,276.7309,470.9543,480.4972,332.6172,458.656,750.3398,549.1495,356.3991
H004427,14053,Lagos de Moreno,41,M,primaria,3,propia,85,301.74,6540.9747,222.0059,328.4868,234.7784,248.5753,351.0981,377.8426,355.7675,269.0483,175.9027,330.384,182.5325,295.1289,191.0003,237.0663,427.5296,302.452,422.3028,241.2443,321.7091,217.2743,0.0,354.2704,160.2483,294.3263
H004428,14053,Lagos de Moreno,66,F,primaria,1,propia,35,177.63,4033.4639,166.5422,128.7683,221.86,159.008,119.0871,193.6504,176.1327,167.3756,165.9118,222.903,166.5621,215.5471,222.0277,182.4987,175.0668,161.7979,0.0,180.217,179.1712,143.5097,145.583,138.7724,208.0362,193.4352
H004429,14053,Lagos de Moreno,34,F,superior,2,propia,213,504.03,12266.1866,405.7145,344.9498,592.3337,385.4548,417.8862,623.1532,436.6973,539.9785,409.9068,476.0795,469.8067,696.4976,456.7906,0.0,573.3637,629.2873,828.6562,590.4741,376.554,544.3426,705.435,352.2927,776.606,633.9258
H004430,14053,Lagos de Moreno,36,F,media_superior,4,propia,62,209.82,4696.1891,187.3439,160.7724,0.0,262.3135,146.348,400.8226,268.4305,244.085,223.8411,174.4492,211.1129,139.8452,0.0,109.7979,212.2058,170.9119,202.5,223.8367,295.7559,133.6064,303.6979,220.0837,173.1428,231.2857
H004431,14053,Lagos de Moreno,33,F,primaria,1,propia,63,360.4,7861.4932,330.1545,422.9958,337.9107,0.0,246.0568,444.7069,409.1667,608.4525,226.3416,419.7051,0.0,403.4447,279.2146,274.7591,325.5667,360.1542,523.3196,249.7567,315.8491,557.081,235.1909,417.3999,154.3315,319.9347
H004432,14053,Lagos de Moreno,49,F,media_superior,5,propia,42,482.79,8110.5666,300.5318,0.0,338.7798,323.3061,0.0,413.6272,415.5566,402.8534,499.7654,355.3839,520.0846,394.189,211.7756,383.6341,544.4984,337.8704,0.0,418.8504,397.3063,0.0,554.8526,349.2368,341.7013,606.7631
H004433,14053,Lagos de Moreno,29,M,primaria,4,propia,50,915.76,23635.4873,543.6974,583.5359,828.6567,710.7284,800.6764,844.7971,832.7776,965.2421,893.6353,1542.6466,1038.4892,914.1896,1205.5305,587.5753,1590.445,1797.9191,1204.7259,876.0022,1189.4903,1301.4865,661.3919,1175.79,810.1184,735.9398
H004434,14053,Lagos de Moreno,39,F,superior,1,propia,60,1092.96,30303.7249,978.1453,0.0,728.1328,1530.8711,1180.6974,1397.9437,1404.3092,886.2769,1979.002,2061.3333,781.5672,1134.3119,947.4402,759.5539,972.1627,2061.7704,973.9345,1945.6885,1539.445,1250.3312,1551.9118,1466.8955,1245.2572,1526.743
H004435,14053,Lagos de Moreno,19,M,secundaria,2,propia,238,463.58,10563.5305,329.4664,369.5806,307.926,540.8181,398.3334,304.1874,547.719,431.3015,726.1326,618.0332,668.9132,469.0502,418.8706,519.3265,224.6314,274.2275,470.4062,0.0,362.4354,554.733,496.9755,583.5567,321.739,625.1671
H004436,14053,Lagos de Moreno,48,M,primaria,2,propia,112,145.42,3685.5478,94.4522,145.2657,179.3799,255.0708,250.6856,182.0672,131.1622,152.6733,156.9096,125.3187,169.8308,188.9059,150.3718,88.8094,144.0097,181.0105,187.9893,140.4717,141.6255,129.3907,166.5919,92.2066,104.7439,126.605
H004437,14053,Lagos de Moreno,39,F,primaria,1,propia,74,220.74,5469.061,213.0791,284.1455,245.0244,145.6286,212.8815,168.8254,201.0881,167.7425,189.4699,176.3166,382.1718,254.861,139.4992,0.0,366.6917,264.717,215.4918,187.971,238.3265,188.5828,296.3766,475.1093,221.5794,233.4814
H004438,14053,Lagos de Moreno,27,F,primaria,2,propia,82,350.88,8305.9178,202.7086,464.0548,409.7138,197.2294,400.3183,352.046,360.1972,311.414,347.6692,262.0372,344.4088,458.6737,272.2329,239.4273,531.5624,458.5587,266.4304,313.8723,349.5062,382.9138,405.756,329.5673,253.8325,391.7871
H004439,14053,Lagos de Moreno,58,M,superior,2,propia,174,319.62,7063.1515,211.5347,319.3637,374.388,505.8186,487.4647,395.2381,283.7656,251.1891,421.9814,370.241,242.3983,0.0,250.5565,0.0,332.3517,248.9069,231.953,558.7139,297.1,382.2834,194.6745,220.7118,232.8329,249.6836
H004440,14053,Lagos de Moreno,29,F,primaria,2,propia,35,401.05,9091.2676,244.5124,255.4896,502.3886,300.807,217.6174,417.5608,341.2466,624.1896,375.0741,591.2769,353.1267,343.8152,388.8206,232.4491,551.7316,332.4244,259.4998,467.5113,368.4182,279.567,430.6082,351.8999,467.5384,393.6942
H004441,14053,Lagos de Moreno,55,F,primaria,2,propia,65,404.33,9536.2517,375.8211,309.6175,255.932,483.1186,331.6625,224.3947,351.0413,328.1935,501.7384,338.3205,369.6302,484.6055,334.0711,453.9198,544.3456,285.029,459.2819,652.1074,307.5629,286.4532,471.2047,329.1756,685.703,373.3217
H004442,14053,Lagos de Moreno,37,M,media_superior,5,propia,34,213.53,4502.755,132.7928,152.3653,321.2434,136.1125,196.9055,198.2348,98.4407,184.051,192.3961,168.1781,0.0,275.4449,181.0684,126.6512,161.8364,271.6174,430.9412,280.6513,239.3522,159.1442,209.2762,147.7945,238.2567,0.0
H004443,14053,Lagos de Moreno,64,F,primaria,3,rentada,55,507.3,10312.3276,291.4824,370.1574,562.4186,498.5284,525.5245,559.4458,359.6533,0.0,371.853,347.6691,478.1816,334.39,440.4057,265.6115,619.763,506.3664,331.232,580.5288,478.7526,701.4388,464.4322,314.8842,420.7739,488.8344
H004444,14053,Lagos de Moreno,54,M,primaria,3,propia,69,243.98,4827.3651,169.5742,236.9334,325.0537,260.0337,0.0,270.5243,232.8942,192.0851,0.0,253.7806,182.2378,0.0,211.5071,332.1108,280.5917,186.895,302.5468,254.8988,150.917,163.3232,184.1421,185.1942,167.5125,284.609
H004445,14053,Lagos de Moreno,33,F,secundaria,1,propia,27,410.17,9578.7127,440.2409,233.7806,388.409,541.0007,541.9858,373.917,347.9655,635.7687,584.971,647.6858,364.382,392.7717,241.145,0.0,357.4548,380.8372,212.7553,363.8382,590.9729,426.3755,174.3336,509.155,560.9861,267.9806
H004446,14053,Lagos de Moreno,34,F,sin_estudios,1,rentada,93,910.72,23284.964,792.9543,695.1552,1037.7976,1037.21,885.2962,0.0,1511.2382,2965.2481,1098.3901,1011.437,733.7337,918.2204,762.4387,800.6026,479.7179,715.2087,874.1435,830.0874,1002.3009,1546.6173,0.0,1073.052,1091.4233,1422.6912
H004447,14053,Lagos de Moreno,52,F,media_superior,2,propia,87,235.24,5841.3295,450.8605,216.5939,254.7367,245.8527,272.8499,194.2605,240.2382,192.0928,306.0004,616.6236,248.9336,315.3213,279.949,0.0,298.3253,251.6775,157.268,227.4397,108.0602,142.2428,155.4769,157.06,339.4854,169.9805
H004448,14053,Lagos de Moreno,42,F,secundaria,4,propia,60,408.09,8951.3528,361.8107,329.9962,388.4487,330.6318,0.0,509.8446,193.5838,548.2007,0.0,441.9719,470.5676,611.9509,0.0,299.993,254.0703,423.6633,757.8058,349.4,371.6944,466.2078,378.9634,525.2809,381.0348,556.2322
H004449,14053,Lagos de Moreno,43,F,primaria,5,rentada,33,313.41,7433.0615,222.5928,268.8713,233.9789,240.5379,330.9695,314.0212,408.8039,343.4018,288.4454,277.3325,310.1771,421.594,209.0913,589.288,207.8896,229.3086,279.4969,413.0691,470.383,282.2091,231.39,244.0311,392.6851,223.4935
H004450,14053,Lagos de Moreno,60,F,secundaria,2,propia,61,233.95,5353.6594,207.825,218.6935,256.0808,172.2682,165.373,234.3763,274.4353,208.277,268.746,0.0,264.1664,175.8446,178.3385,321.8175,194.5844,241.1819,237.0779,201.7726,291.9306,190.4959,306.8443,293.1679,147.7447,302.6172
H004451,14053,Lagos de Moreno,36,F,primaria,3,propia,218,402.6,8226.0278,338.0691,244.8699,339.9827,293.6868,455.392,709.696,391.3874,340.9084,381.3382,0.0,447.4595,361.8368,139.3991,345.0312,363.8405,0.0,380.2952,578.1644,304.9225,385.3427,337.3679,272.554,410.7108,403.7726
H004452,14053,Lagos de Moreno,46,F,secundaria,2,rentada,31,262.4,6379.4377,414.7496,269.2378,329.6445,190.4681,333.2491,309.0471,126.1186,363.1015,0.0,204.6712,240.8433,223.4713,235.839,194.7222,429.1827,403.4472,288.74,310.6902,421.5431,0.0,237.5102,318.6022,244.511,290.0479
H004453,14053,Lagos de Moreno,56,F,secundaria,4,prestada,46,554.52,13445.238,409.3164,0.0,407.2183,729.5201,635.6401,725.3458,416.437,631.7912,632.357,466.6469,455.8268,871.7142,425.3479,571.2149,430.0071,786.6822,507.778,531.4083,624.8036,1256.356,0.0,573.4006,763.9115,592.5141
H004454,14053,Lagos de Moreno,55,F,media_superior,2,prestada,34,516.14,13499.7499,434.2951,812.031,756.2674,926.5442,449.8909,681.6941,524.6843,507.4681,501.7163,663.2031,506.1657,421.6132,337.1455,313.8032,522.3479,589.6374,746.8186,609.2093,553.3207,735.1682,333.2335,625.1461,567.0848,381.2612
H004455,14053,Lagos de Moreno,43,F,secundaria,3,propia,80,850.84,18346.4736,0.0,709.7877,1042.1893,539.9456,729.2929,849.7815,1142.1056,971.7988,927.3761,807.22,1266.9729,989.2701,595.1485,631.0476,814.2965,731.9676,530.7108,732.318,959.6859,674.8381,842.8216,627.0079,432.0792,798.8112
H004456,14053,Lagos de Moreno,42,F,media_superior,2,prestada,107,550.67,13194.6967,477.1052,395.0615,407.0579,617.1957,557.7107,666.5912,941.0154,627.301,603.4923,453.7499,517.8103,391.6918,335.105,500.3714,498.2609,430.066,583.4297,468.7572,499.5469,595.5324,457.2893,424.1519,752.1189,994.2842
H004457,14053,Lagos de Moreno,24,F,sin_estudios,3,propia,160,519.86,11830.3767,423.0122,412.742,0.0,393.3702,746.3456,686.9964,443.2629,468.6283,554.2552,746.5009,559.6622,627.8262,0.0,460.9975,575.4695,609.8898,585.4147,491.0327,1018.767,325.1767,644.2933,459.7149,304.3417,292.6769
H004458,14053,Lagos de Moreno,32,F,superior,3,propia,79,147.96,3175.9334,0.0,225.5209,251.0807,116.819,127.0768,132.3634,0.0,259.9917,187.2079,182.8453,151.6092,86.5879,68.604,98.7301,102.6575,84.5409,201.0921,138.735,112.9136,100.9308,175.2901,147.9963,90.7824,132.558
H004459,14053,Lagos de Moreno,49,F,primaria,2,propia,63,585.18,14421.521,827.2615,660.7352,588.5754,606.5504,524.6901,541.4045,410.0955,475.5709,644.0626,904.7118,613.826,796.1742,260.5023,562.1264,638.6408,432.4863,586.488,866.6177,0.0,527.8583,956.0256,598.9953,864.3923,533.7296
H004460,14053,Lagos de Moreno,43,F,media_superior,3,propia,54,548.31,11580.9747,0.0,706.8795,406.6418,1019.7028,449.4672,668.7142,627.7855,391.6121,333.573,382.8068,489.2654,685.5904,410.7588,389.8561,449.0127,478.6107,506.1863,0.0,397.0204,427.2266,666.7223,455.0056,658.9401,579.5963
H004461,14053,Lagos de Moreno,46,M,secundaria,2,propia,87,268.28,6417.8024,382.8679,234.0788,314.3653,182.5342,182.9268,469.4477,343.0495,182.4342,309.2034,338.9372,407.3221,213.1599,208.6871,192.6964,282.7354,0.0,337.9381,178.5244,275.8654,176.761,360.263,252.3932,241.9971,349.6141
H004462,14053,Lagos de Moreno,57,M,primaria,0,rentada,60,884.01,18741.4062,764.5254,738.3339,732.8641,771.9949,679.2606,658.9159,956.0555,592.6281,790.8304,961.4517,925.6537,459.6153,591.95,937.9414,0.0,830.5834,773.7384,835.8816,966.29,787.1546,976.6496,1186.7407,756.8566,1065.4904
H004463,14053,Lagos de Moreno,31,F,primaria,0,propia,92,589.65,13654.6955,411.6459,442.4844,692.9632,0.0,565.5661,1187.2871,491.519,798.8543,762.0653,865.1988,501.2798,701.4012,506.314,470.9217,571.0477,365.3418,590.0456,523.4419,539.3797,410.0897,514.2757,651.6989,429.2102,662.6634
H004464,14053,Lagos de Moreno,42,M,superior,2,rentada,25,421.43,9200.0362,354.7214,317.8414,494.003,519.8431,377.8772,343.7074,494.6887,351.0438,282.1615,526.37,341.47,500.8765,0.0,377.1979,417.3395,495.8592,258.5551,288.3062,589.7948,406.7125,286.4749,482.0284,343.6274,349.5366
H004465,14053,Lagos de Moreno,47,F,media_superior,3,prestada,72,541.75,11845.3064,716.4183,0.0,298.1461,454.3419,436.8287,269.9618,642.0121,775.4739,570.4907,521.0819,446.7089,520.1957,564.5288,243.0538,528.1082,680.0268,371.751,0.0,844.7085,451.4464,344.9777,456.4164,565.4577,1143.171
H004466,14053,Lagos de Moreno,37,F,media_superior,2,propia,76,474.81,10625.7893,306.2573,318.4309,452.2799,455.8563,481.3373,290.6657,323.1726,596.9529,658.7835,326.0063,641.5327,244.9456,416.8717,358.3743,519.4842,294.9215,613.1535,432.2736,368.8496,410.5612,559.3419,471.4356,492.3757,591.9255
H004467,14053,Lagos de Moreno,62,F,primaria,2,propia,158,416.66,9139.7286,273.1532,287.4483,876.6768,259.6239,0.0,329.4778,369.5055,510.6606,324.8461,527.8019,340.233,491.9033,466.3498,287.1756,524.9992,273.4559,431.2061,438.4639,420.7857,441.8618,418.562,173.3863,412.619,259.5329
H004468,14053,Lagos de Moreno,56,F,secundaria,4,propia,59,347.74,7818.6478,235.908,364.6833,395.7543,492.2527,395.0914,274.3694,229.5638,485.2702,238.861,247.716,331.295,499.1084,285.3892,261.2825,272.4839,356.605,207.3678,226.4313,265.4146,271.8451,275.1205,462.7867,476.4354,267.6124
H004469,14053,Lagos de Moreno,48,F,primaria,2,propia,32,678.5,14808.0885,504.006,445.7186,556.5589,727.003,953.8776,967.1579,664.0071,389.6264,428.7024,0.0,856.0218,569.0556,567.1784,872.5744,483.3825,568.6905,0.0,438.4416,832.894,948.2136,781.2536,836.6376,654.1076,762.9794
H004470,14053,Lagos de Moreno,67,F,secundaria,3,propia,129,195.59,5040.1204,224.7183,222.6376,216.3177,140.0116,92.4051,288.3764,311.2226,162.2942,259.2749,105.0234,227.1027,224.0099,131.0361,289.7932,178.6076,238.1147,344.9588,188.8598,247.4658,191.5046,204.7546,149.2593,192.2753,210.096
H004471,14053,Lagos de Moreno,27,M,primaria,0,propia,54,418.1,8627.1012,351.6536,489.4606,0.0,286.5846,499.637,351.6517,431.0872,431.2408,0.0,449.824,471.9922,445.7576,668.226,315.7352,352.9594,0.0,376.519,529.3308,286.522,436.1042,458.0594,307.8744,445.5179,241.3636
H004472,14053,Lagos de Moreno,45,F,media_superior,5,rentada,118,757.88,17836.6543,625.5901,898.9827,584.7855,691.817,607.0802,933.6805,943.2653,884.8628,903.6252,634.5778,699.2262,552.8966,473.421,599.6377,1064.8652,547.7523,852.0458,589.1903,523.3685,1130.7969,1012.1655,613.9595,652.0687,816.9927
